category,description,lang,rating_avg,title,has_rating,description_len
Poetry By Individual Poets,"Renowned performance poet and survivor of fierce mental health battles Nina Belén Robins takes a long, hard look at the idea of bearing and nurturing children, and decides to remain child-free.",en,4.62,T. Gondii,True,193
Reference Works,"Stylish Designer Journal / Notebook. Interior 150 lined pages. Size 6""x 9"". Glossy softcover. Perfect for everyday use. Perfectly spaced between lines to allow plenty of room to write. Wild Pages Press are publishers of unique journals, school exercise books, college or university lecture pads, memo books, notebooks, journals and travel journals that are a little bit quirky and different. Stunning covers, sturdy for everyday use. Great quality, we offer thousands, upon thousands of different designs to choose from. Our quality products make amazing gifts perfect for any special occasion or for a bit of luxury for everyday use. Our products are so versatile, they come in a wide range, be it the perfect travel companion, or a stylish lecture pad for college or university, cool composition and school exercise books for school, comprehensive notebook for work, or as a journal, the perfect family heirloom to be treasured for years to come. Competitively priced so they can be enjoyed by everyone.",en,,Pet Minding : Notebook,False,1005
Reference Works,"Even if you've owned dogs all your life, this book is still for you! How To Write Dogs includes tips on things even your typical dog-owner wouldn't think to include. Mistakes about dog showing, breeding, the different breeds of dogs and how dogs think and feel - all this and more are discussed in this brand new book.",en,4.5,How To Write Dogs : The 33 Worst Mistakes Writers Make When They Write About Dogs,True,318
Reference Works,"El conocimiento general de la voz y, sobre todo, el conocimiento de la propia voz, hace que el orador o cantante desarrolle una mayor sensibilidad ante los problemas vocales que se le puedan presentar. Saber cómo actuar ante un conflicto vocal es de suma importancia para evitar la instauración de un mal hábito que, tarde o temprano, nos conducirá a una disfonía y, posiblemente, a una lesión vocal. Para ello, en esta obra se detallan todos los elementos que forman el aparato fonador y se describe una técnica vocal de gran flexibilidad, lo que permite adaptarla a cualquier estilo. Se presentan ejercicios vocales, físicos, respiratorios, de relajación, de articulación, de automasaje, de dicción, de interpretación, etc., que ayudarán a cuidar y utilizar correctamente el aparato fonador y a adquirir la confianza necesaria para presentarse en público.",en,4.0,Cantar y Hablar,True,857
History Of The Americas,"This book takes a detailed look at the fortifications of various types that were built from the times of the earliest British settlements in North America in the late 16th century until the end of the Seven Years' War, when France ceded New France to Britain. It begins with a study of the forts built by colonists on Roanoke Island between 1585 and 1590, and the famous settlements in Jamestown (Virginia) from 1607. It moves on to cover the British settlements that followed in New England, Nova Scotia and other points on the North American coast, as well as the Dutch fortified settlements in what are now the states of New York, Connecticut and New Jersey, and the Swedish forts in Delaware between 1638 and 1655.",en,3.33,"The Forts of Colonial North America : British, Dutch and Swedish colonies",True,718
History Of The Americas,"The primary Union strategy during the American Civil War was a massive naval blockade of the entire Southern coastline of the Confederacy, and it was in the effort to counter this blockade that the Confederates developed their first submarines and torpedo boats. This book traces the development of these new technologies, including the CSS 'Little David' and 'Hunley' - respectively the first torpedo boat and submarine to sink an enemy warship. The wreck of the 'Hunley' was raised in 2000, and this is the first book ever to integrate details of its recovery with an account of Confederate submarines in action.",en,3.85,Confederate Submarines and Torpedo Vessels 1861-65,True,614
European History,"The author recreates, by means of contemporary photographs juxtaposed with others taken by him over a number of years plus eyewitness accounts and narrative, the atmosphere, past and present, of that once famous salient. He aims to present a moving tribute to the men who fought with great courage and tenacity in the horrendous conditions that prevailed in Flanders during what was known as the Great War. To them ""Wipers"" was more than just a foreign city, it was a way of life and, for so very many, a way to death.",en,4.16,Flanders : Then and Now,True,518
European History,"The significance of the Second World War and its relevance to the lives of so many, has generated a legacy of published material on the topic sufficient to fill a library quite a few times over. Yet disproportionately few publications deal exclusively with the true cauldron of the conflict - the brutal and uncompromising war between Germany and the Soviet Union; and fewer still attempt to provide, in a single volume, a comprehensive overview of that war from the commencement of Operation Barbarossa to the last battle in the rubble-strewn streets of Berlin.  Drawing on information from Soviet archives that has only become available since the collapse of the Soviet Union, Cataclysm: The War on the Eastern Front 1941-1945, is unquestionably the most successful attempt so far to achieve that goal.",en,3.5,Cataclysm : The War on the Eastern Front 1941-45,True,804
Reference Works,"Do You Have a Thyroid Disorder? If your doctor has told you that you have a thyroid disorder, perhaps you feel some relief in having pinpointed the source of your troublesome symptoms. As you may know, thyroid ailments often elude a diagnosis since they may mimic other illnesses. Now that you have a diagnosis, becoming informed will help you receive better health care. The authors, specialists in thyroid treatment, can help you understand both the complex function of your thyroid and how your disorder can best be treated. In A Simple Guide to Thyroid Disorders, they take special care to lay out the basics in a reader-friendly way. Among the topics they discuss:  - medical tests you need to diagnose thyroid problems",en,3.22,A Simple Guide to Thyroid Disorders : From Diagnosis to Treatment,True,724
European History,"This book, translated from the original Spanish, is the primary academic and historical study of the Blue Division--a Falangist initiative involving the dispatch of some 40,000 Spanish combatants (more than a half of whom paid with their lives, health, or liberty) to the Russian Front during the Second World War. Xavier Moreno Julia does not limit himself to relating their deeds under arms, but also analyzes the political background in detail. This book, based on massive documentation in German, British, and Spanish archives, is an essential source of information to understand Spain in the 1940s.",en,3.71,"Blue Division : Spanish Blood in Russia, 19411945",True,603
European History,"On the murderous road to """"racial purity"""" Hitler encountered unexpected detours, largely due to his own crazed views and inconsistent policies regarding Jewish identity. After centuries of Jewish assimilation and intermarriage in German society, he discovered that eliminating Jews from the rest of the population was more difficult than he'd anticipated. As this study shows, nowhere was that heinous process more fraught with contradition and confusion than in the German military. It reveals a startlingly large number of German military men were classified by the Nazis as Jews or """"partial-Jews"""", in the wake of racial laws first enacted in the mid-1930s. This book documents that many of these men did not consider themselves Jewish, had embraced the military and were patriots eager to serve a revived German nation.",en,4.05,Hitler's Jewish Soldiers : The Untold Story of Nazi Racial Laws and Men of Jewish Descent in the German Military,True,825
European History,"This book is the complete history of the 6th SS Gebirgs (Mountain) Division ""Nord"" in WWII. Formed in 1941, ""Nord"" was employed along the Finnish-Lapland front against battle-tested Soviet forces from 1941-44. Following the signing of the armistice between Finland and the Soviet Union in the summer of 1944, the division was moved to the western front. ""Nord"" units took part in Operation ""Nordwind,"" the final German offensive on the western front in late December 1944, where they fought against American units for the first time. Tough defensive fighting along the Moselle and Rhine fronts followed up to the armistice in May 1945. The units of the division fought to the last, always with courage and valor, distinguishing itself as one of the best German units employed on the western front. Detailed operational history, rare combat images, maps, and personality profiles make this book the definitive history of ""Nord.""",en,4.0,"6th Waffen-SS Gebirgs (Mountain) Division ""Nord"": An Illustrated History",True,927
European History,"This book is a detailed history of the 23rd Waffen-SS Panzergrenadier Division ""Nederland,"" the Dutch volunteer SS combat formation. Employed exclusively on the eastern front, except for a brief period in Croatia, the ""Nederland"" formations participated in many of the most difficult defensive battles on the northeastern front: Leningrad, the Narva bridgehead, the Tannenberg line, Dorpat in Kurland, Pomerania, and the Oder front, until the desperate battle of the Halbe Pocket where the remnants of the division managed to avoid total annihilation, escaping the Soviets and surrendering to American forces. In all of these battles the ""Nederland"" volunteers showed their valor as true Waffen-SS combatants, always in the front lines and always under constant enemy pressure. This complete treatment fills a large gap in Waffen-SS history. Informative appendices not only relate to the unit's operational history, but also provide details on some of its members, as well as uniforms and insignia.",en,,23rd Waffen SS Volunteer Panzer Grenadier Division Nederland,False,998
Reference Works,"Skóra to płótno, na którym życie maluje swój obraz. Każda osoba ma swój własny niepowtarzalny obraz, odzwierciedlający jej wiek, fototyp skóry i ekspozycję na promieniowanie UV, a także czynniki genetyczne i nabyte. Jednak – w przeciwieństwie do płótna wiszącego na ścianie – obraz skóry nie jest statyczny. Jest on biologicznie aktywny, a zatem zmienia się i ewoluuje w ciągu całego życia.",pl,,Dermoskopia diagnostyczna Poradnik ilustrowany,False,390
History Of The Americas,"For the past three decades, Colin Powell has been among America's most trusted and admired leaders. This biography demonstrates that Powell's decades-long development as an exemplary subordinate is crucial to understanding his astonishing rise from a working-class immigrant neighborhood to the highest echelons of military and political power.",en,4.0,Colin Powell : Imperfect Patriot,True,344
Reference Works,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.",en,3.79,"Notes on Nursing : What It Is, and What It Is Not",True,441
Reference Works,Quick and easy tool for students and professionals. Whether studying for class or a coding certification test. Use as a quick go-to desk reference for the professional starting out or for the guru that has the ultimate coding toolbox of useful resources. 6-page laminated guide includes: Standard Steps & Codes for E/M Diagnosis or Symptom Location of the Service Relationship Between Physician & Patient Level of History from Documentation Level of Exam from Documentation Level of Medical Decision Making Choose Code Based on Levels of Key Components  When Time Determines the E/M Code Modifiers Special Types of E/M Services HCPCS Level II E/M Services Medicare Documentation Guidelines History Physical Examination Medical Decision Making  Suggested uses:  Students -- handy reference that is compact and easily reviewed on a daily basis Certification -- great quick review tool for certification testing Coding Professionals -- a quick reference memory refresher Medical Administration -- training tool for coding or non-coding staff,en,,Evaluation & Management (E&M) Coding Calculator : QuickStudy Laminated Reference Guide,False,1038
European History,"Through thoughtfully constructed research, Bradham vividly presents the battle for Normandy's Cotentin Peninsula - one of the most important and yet understudied operations of the World War II.  This book provides a detailed overview of the battles that make up the Cotentin Peninsula Campaign, an important part of the invasion of Normandy. While historians often cite specific examples of the fighting that took place on the peninsula, most treat the battles as individual events or singular parts of the overall Normandy campaign. In this work Bradham takes a different approach, focusing on the unique set of battles that had to be fought in order for the Allies to secure their foothold on Normandy.Bradham not only discusses the strategy used to secure the peninsula, but also gives detailed accounts of the major battles and tactical doctrine that was developed to fight them. Along the way he provides biographical information on the main actors, explaining how key personality traits along with personal relationships influenced their conduct while in battle. In doing so, the author outlines the effect of the campaign on the overall conduct of the war.",en,3.2,To the Last Man: The Battle for Normandy's Cotentin Peninsula and Brittany,True,1163
European History,"Eighth Army, Britain's most famous field army of the twentieth century, landed in Italy in September 1943 and fought continously until the defeat of the Germans in early-May 1945. This book studies the experience of Eighth Army in the Italian campaign, examining how a force accustomed to the open spaces of North Africa adjusted to the difficult terrain of Italy where fighting became much more a matter for the infantry than for the armour.  It also compares the qualities of the commanders of Eighth Army in Italy: Montgomery; Leese and, finally, McCreery. The book uses official records at various levels, personal accounts - some never before published - and published material to present a picture of an army that, although defined as British, was one of the war's most cosmopolitan formations.  Its soldiers came from the UK, Canada, India, Ireland, Nepal, New Zealand, Poland and South Africa as well as from Palestine - the Jewish Brigade - and from Italy itself.",en,4.33,Eighth Army in Italy 1943u45,True,972
European History,"The first day of the Somme has had more of a widespread emotional impact on the psyche of the British public than any other battle in history. Now, 100 years later, Robert Kershaw attempts to understand the carnage, using the voices of the British and German soldiers who lived through that awful day.",en,4.37,24 Hours at the Somme,True,301
History Of The Americas,"Forerunner to the best-selling Lancaster Target, Wings Over Georgia is the story of Jack Currie's entry into the RAF, his early UK training and his initial training with the US Army Air Corps under the Arnold Scheme. This eventually led to his first solo and the ultimate achievement of that coveted pair of silver wings. Following his return to England he joined Bomber Command and met the men who were to become his Lancaster crew.",en,4.25,Wings Over Georgia,True,433
Reference Works,"This manual offers analysis and explanation of FASB statements, interpretations, ARBs and APB opinions, with detailed examples and illustrations, an in-depth disclosure index, observation paragraphs, and extensive cross-referencing.",en,,2001 Miller Gaap Guide,False,232
Reference Works,"This manual offers analysis and explanation of FASB statements, interpretations, ARBs and APB opinions, with detailed examples and illustrations, an in-depth disclosure index, observation paragraphs, and extensive cross-referencing.",en,4.0,2001 Miller Gaap Guide,True,232
Reference Works,"3D printing is the cutting-edge technology leading the next medical revolution. With advancements in accuracy, the technology is becoming more prevalent in medical research and application.",en,5.0,3D Printing of Medical Models from CT-MRI Images : A Practical step-by-step guide,True,189
Reference Works,"MASTER THE MOST IMPORTANT INFO! Trim the fat and get the quick facts. Condense your knowledge base so you can skip the fluff, save time, and master your nursing career! The largest collection of nursing labs, medications, assessments, procedures, acronyms, diagrams, mnemonics, equations, conversions, scales, graphs, pictures, & 20 pages of abbreviations and Spanish translations. This enormous mobile phone and eBook reference will replace all of your expensive and bulky laminated clinical sheets. We have poured through the textbooks and publications to serve you the meat and potatoes. Includes detailed tables, diagrams, algorithms, and charting tools. As well as... -Abbreviations -ABG: Analysis -ABG: Interpretation -ACLS: Bradycardia, Stroke, Tachycardia, Acute Coronary Syndrome algorithms -ACLS: Cardiac arrest, Post Cardiac Arrest algorithms -Admit Notes -APGAR -Artificial airway, endotracheal tube, & laryngoscope size by age -Blood Chemistry -Blood Compatibility -Blood Gas Formulas -Blood Products -BLS Algorithm -Body Mass Index & Body Surface Area -Braden Scale -Cardiac Volumes & Pressures -Cardioversion, Defibrillation, & Fluid Challenge by Age -Chest Pain -Coagulation Studies -Code Drugs -Colloids -Complete Blood Count -Conversions: mcg, mg, mL, kg, lbs., mmHg, & cmH2O -Cranial Nerves -Crystalloids -Daily Body Fluids -Deep Tendon Reflex Scale -Discharge Note -Electrolyte Imbalances -Glasgow Coma Scale -Height Conversion Table -High-alert Medications -History & Physical Exam -Ideal Body Weight -Intracranial Pressure Symptoms -Insulin: onset, peak, duration, & appearance -Lead Placement -Levels of Consciousness: characteristics -Lung Volume Descriptions -Lung Volumes: Obstructive vs. Constrictive -Maintenance Hourly Fluids -Major Nerves: motor action, & sensation -Mechanical Ventilation Parameters: abbreviations, formula, normal values -Mini Mental Status Exam -Morse Fall Scale -Murmurs -Muscle Strength -Nerve Root: motor action, sensation, reflex -Orientation & Disorientation Behaviors -Oxygen Tank Factor Equation -Oxygen: device, flow, FIO2, notes -Pacemaker Codes -PFT Special Test Descriptions -PFT Values: calculations per kg, & normal for 70kg -Postpartum & Delivery Note -Preload/Afterload/Contractility -Preoperative, Procedure, & Postoperative Notes -Pressure Ulcers: stage, characteristics, interventions -Respiratory Pattern Diagrams -Serum Drug Levels -Stroke Scale: Cincinnati -Temperature Conversion Table: formula, F to C -Transfusion Reactions -Transfusion Times -Translation: English to Spanish -Transmission-Based Precautions -Urinalysis -Vital Signs, Weight, Height: by age -Weight Conversion Table -Wound Care: products, indications, considerations Prepare, Pass, Perform... with NurseMastery!",en,4.66,75 Nurse Cheat Sheets : for Students & New Grad Nurses,True,2751
Reference Works,"This is a Print on Demand title. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc.",de,3.0,Deutsche Namenkunde,True,144
History Of The Americas,"From the authors of the bestselling The Finest Hours comes the riveting, deeply human story of President John F. Kennedy and two U-2 pilots, Rudy Anderson and Chuck Maultsby, who risked their lives to save America during the Cuban Missile Crisis",en,4.31,Above and Beyond : John F. Kennedy and America's Most Dangerous Cold War Spy Mission,True,245
European History,"Osprey's survey of the Soviet Army during the Cold War period (1946-1991). For a young Soviet man in the 1980s, the chances were high that he would be obliged to serve for at least two years in the Soviet Armed Forces. At this time Soviet society was far more militarized than most other European countries; by the time they turned 18, most Soviet boys were far more familiar with military life than their Western European and American counterparts. Focusing on the daily experiences of a young recruit in the Soviet Army of the late 1980s, this book examines the history, organization, appearance and equipment of the Soviet forces, from pre-service indoctrination to uniforms and leadership.",en,3.86,Inside the Soviet Army Today,True,693
History Of The Americas,"Dudley Pope meticulously researches the story of the bloodiest mutiny in the history of the Royal Navy - the butchering of the officers aboard His Majesty's Frigate HERMIONE 32 guns, in the West Indies in 1797. The captain of the frigate, Hugh Pigot, was a brutal and sadistic commander who flogged his men mercilessly and drove them beyond the limits of endurance. However, nothing could excuse the slaughter of guilty and innocent officers alike as the mutineers went wild and committed crimes beyond anything Pigot could have dreamt up. Not content with that, they then took the ship into an enemy port and gave her up to the Spanish who, unaware of the true facts for some time, nevertheless greeted them with the contempt they deserved. The Spanish took the ship into their service but due to an amazing episode of red tape and internal wrangling, never actually got the frigate to sea. Meanwhile the Royal Navy relentlessly hunted down the mutineers over the next ten years and of the 33 either caught or who gave themselves up, 24 were either hanged and hung in chains upon gibbets, or transported for life. A number managed to escape justice.",en,3.95,Black Ship,True,1150
European History,"This is the complete history of one of the most famous and well-known divisions of the Waffen-SS. Created as a mountain unit to be employed exclusively on the Balkan Front against partisan units, the unit fought with valor and fierceness on the battlefield. After numerous anti-guerrilla operations in Bosnia, Croatia, Montenegro, and Serbia, towards the end of the war it was employed against units of the Bulgarian Army and Red Army forces in the difficult mission of covering the withdrawal of German forces retreating from Greece and Albania. It was one of the few Waffen-SS formations to be used in offensive actions during the final phases of the war, all of which were carried out successfully. Accused of having committed numerous crimes against civilians, its members met with a tragic fate, especially those who ended up in the hands of communist partisans.",en,4.0,"7th Waffen-SS Volunteer Gebirgs (Mountain) Division ""Prinz Eugen"": An Illustrated History",True,867
European History,"In 1795 - the year Napoleon Bonaparte was appointed Commander-in-Chief of the French army in Italy - the seventeen-year-old Jean-Nicolas-Auguste Noel entered the Artillery School at Chalons. A year later, with Napoleon proclaiming himself the liberator of Italy, Noel was appointed second lieutenant in the 8th Regiment of Horse Artillery. Written in 1850, With Napoleon's Guns is his remarkable memoir of two decades in the Emperor's service.  A trained artilleryman himself, Napoleon dramatically transformed the role of artillery from a cumbersome and tactically limited force into a fluid, independent and highly mobile trans d'artillerie. This new organisation required fresh, new officers who could act on their own initiative - officers such as Noel.  From the optimism of the early years in Italy , through the privations of the retreat from Moscow and the horrors of the Battle of Leipzig to the disillusionment of the Emperor's defeat at Waterloo, Noel charts both his personal career and, at close hand, the rise and fall of the First Empire with frankness and percipience.Based on his journal he kept from his cadetship at Chalons, With Napoleon's Guns is a revealing account of an officer at the heart of Napoleon's army.",en,,With Napoleon's Guns,False,1234
European History,"In the days following the D-Day landings on 6 June 1944, the Germans rapidly established strong defences in front of the city of Caen. On 9 June a two-pronged British attempt to surround and capture the city was defeated, but on the British forces' right flank, neighbouring U.S. units had forced open a gap in the German front line. Seizing the opportunity to bypass Caen's defences, a mixed mobile force of tanks, infantry and artillery, formed around the 7th Armoured Division's 22nd Armoured Brigade, advanced through the gap towards Villers-Bocage.",en,3.0,7th Armoured Division at Villers-Bocage : 13th July 1944,True,553
History Of The Americas,"Gordie Howe, Steve Yzerman, Sergei Fedorov, Nicklas Lidstrom, Ted Lindsay, and Brendan Shanahan. Bob Duff's 50 Greatest Red Wings is the definitive list of Hockeytown's heroes. Including members of the famous Production Line and The Red Army, 50 Greatest Red Wings features full statistics and in-depth player analysis. With rarely seen photos and astonishing anecdotes, this book is essential to any hockey collection.  Bob Duff has covered the NHL since 1988 and is a contributor to the Hockey News. Duff's other book credits include Marcel Pronovost, The China Wall: The Timeless Legend of Johnny Bower, and The Hockey Hall of Fame Book of Goalies.",en,4.75,50 Greatest Red Wings,True,651
European History,NEW UPDATED EDITION,en,4.03,1000 Years of Annoying the French,True,19
History Of The Americas,"During the early 1960s, local leaders in western and northwestern",en,3.6,North Carolina Ski Resorts,True,65
Poetry By Individual Poets,"Richard Harrison's The Hero of the Play has been in print continuously for twenty-five years, with a tenth anniversary edition released in 2004. 25 is a celebration of this fact, as well as a meditation on twenty-five years of hockey poetry. This collection is a cataloguing of the way the game has woven itself into the life of the Governor General's Award-winning poet, from childhood to fatherhood to death. It is a reflection on how the game has become such a large part of Canadian identity, shifting and changing with the times. In 25, Harrison captures the grace of the player in fluid lines, sketches the arc of the play and delivers the myth of the frozen pond to our human reality.",en,4.5,25 : Hockey Poems New and Revised,True,691
History Of The Americas,"America's beloved and distinguished historian presents, in a book of breathtaking excitement, drama, and narrative force, the stirring story of the year of our nation's birth, 1776, interweaving, on both sides of the Atlantic, the actions and decisions that led Great Britain to undertake a war against her rebellious colonial subjects and that placed America's survival in the hands of George Washington. In this masterful book, David McCullough tells the intensely human story of those who marched with General George Washington in the year of the Declaration of Independence--when the whole American cause was riding on their success, without which all hope for independence would have been dashed and the noble ideals of the Declaration would have amounted to little more than words on paper.  Based on extensive research in both American and British archives, 1776 is a powerful drama written with extraordinary narrative vitality. It is the story of Americans in the ranks, men of every shape, size, and color, farmers, schoolteachers, shoemakers, no-accounts, and mere boys turned soldiers. And it is the story of the King's men, the British commander, William Howe, and his highly disciplined redcoats who looked on their rebel foes with contempt and fought with a valor too little known.  Written as a companion work to his celebrated biography of John Adams, David McCullough's 1776 is another landmark in the literature of American history.",en,4.07,1776,True,1451
History Of The Americas,"Up until very recently it was believed that in 1491, the year before Columbus landed, the Americas, one-third of the earth's surface, were a near-pristine wilderness inhabited by small roaming bands of indigenous people. But recently unexpected discoveries have dramatically changed our understanding of Indian life. Many scholars now argue that the Indians were much more numerous, were in the Americas for far longer and had far more ecological impact on the land than previously believed. This knowledge has enormous implications for today's environmental disputes, yet little has filtered into textbooks and even less into public awareness. Mann brings together all of the latest research, and the results of his own travels throughout North and South America, to provide a new, fascinating and iconoclastic account of the Americas before Columbus.",en,4.02,1491 : The Americas Before Columbus,True,852
European History,"Written to support the 20th Century History for Cambridge IGCSE student book, this comprehensive revision guide reinforces students' understanding of key topics. Fully aligned to the Cambridge IGCSE syllabus for final examination in 2019, it supports exam confidence and achievement with revision and exam advice from an experienced examiner. The clear approach will help learners focus on the key historical",en,3.66,20th Century History for Cambridge IGCSE (R) : Revision Guide,True,408
Children's Fiction,"The complete collection of the 7 Habits of Happy Kids series is now available in one boxed set! Immerse yourself in the world of 7 Oaks and join Pokey, Allie, Jumper, Sammy, Lily, Sophie, and Goob as they learn the importance of being yourself, planning ahead, staying organized, finding your strengths, listening, working together, and valuing friendship. This collectible boxed set includes all seven books in the 7 Habits of Happy Kids series: Just the Way I Am, When I Grow Up, A Place for Everything, Sammy and the Pecan Pie, Lily and the Yucky Cookies, Sophie and the Perfect Poem, and Goob and His Grandpa.",en,4.28,The 7 Habits of Happy Kids Collection,True,613
History Of The Americas,SUFFER THE CHILDREN,en,3.95,"Suffer the Children : American Horrors, Homicides and Hauntings",True,19
Children's Fiction,"THE #1 NEW YORK TIMES AND INTERNATIONAL BESTSELLER Featuring cover art from the Netflix original series executive produced by Selena Gomez, with exclusive interviews and photos inside!",en,3.93,13 Reasons Why,True,184
Children's Fiction,"From 1 to 100, every number is a roly, poly thrill in this Classic Board Book edition of 1-2-3 Peas! Meet the peas--the 1-2-3 Peas! Come along as they count from one to one hundred in this pea-filled board book that's packed with bright, bold numbers and playful number-themed scenes. These tiny green mathematicians will have young readers everywhere calling for more peas, please!",en,4.06,1-2-3 Peas,True,382
Children's Fiction,Snuggle up with your favorite nursery rhymes and drift into the magical worlds of all your most beloved fairytale characters. This beautifully illustrated storytime treasury padded keepsake brings together the talents of illustrators from around the world with well-loved stories and rhymes both kiddos and their grown-ups will enjoy. Find new stories and adventures to fill your imagination every night with this bedtime family favorite. Sweet Dreams!,en,4.3,365 Bedtime Stories and Rhymes,True,452
Children's Fiction,"All seven picture books of The 7 Habits of Happy Kids series from Sean Covey and Stacy Curtis are now available together in a collectible paperback boxed set! Join Pokey, Allie, Jumper, Sammy, Lily, Sophie and Goob as they learn the importance of being yourself, planning ahead, staying organized, finding your strengths, listening, working together, and the power of friendship. With short lyrical text and the same characters that were established in The 7 Habits of Happy Kids, each of the picture books included in this winning boxed set focuses on one habit. The collection includes:",en,4.28,The 7 Habits of Happy Kids Collection,True,588
Children's Fiction,"""If you knew you had to do the right thing, but that something bad may happen to you because of it, would you do it anyway?"" This hard-hitting, emotional, YA story of pain and love; right and wrong; and life and death is a masterful mix of suspense, romance, the paranormal, and the though-provoking questions we all ask surrounding the difficult subject of suicide.",en,4.35,In 27 Days,True,366
Reference Works,"Extremely thorough and expertly detailed, this guide is the most valuable resource for referees, coaches, leagues, and serious fans of the National Hockey League. The singular resource for the official rules of the game, updated for the most recent changes, this book includes everything that is necessary to know in order to be a professional hockey expert--on or off the ice. From puck dimensions to penalty calls, and with informative diagrams and a complete index, nothing is overlooked in this essential hockey reference.",en,,2017-2018 Official Rules of the NHL,False,526
Children's Fiction,"'A delicious series that is as unexpected, as hilarious and as more-ish as any you could wish for - or grow! A true must-read for anyone who believes that a little magic, coupled with the soils of a garden, can bring forth a brilliant adventure or three'  Onjali Rauf, author of The Boy at the Back of the Class",en,5.0,The Boy Who Dreamed of Dragons (The Boy Who Grew Dragons 4),True,311
Children's Fiction,"Speak enters the world of Gossip Girl in this modern immigrant story from New York Times bestselling author Kelly Yang about two girls navigating wealth, power, friendship, and trauma.",en,4.39,Parachutes,True,184
History Of The Americas,"Like the canaries that alerted miners to a poisonous atmosphere, issues of race point to underlying problems in society that ultimately affect everyone, not just minorities. Addressing these issues is essential. Ignoring racial differences--race blindness--has failed. Focusing on individual achievement has diverted us from tackling pervasive inequalities. Now, in a powerful and challenging book, Lani Guinier and Gerald Torres propose a radical new way to confront race in the twenty-first century.",en,4.03,"The Miner's Canary : Enlisting Race, Resisting Power, Transforming Democracy",True,501
History Of The Americas,"In his book Executing the Basics of Healing, Rev. Hagin Jr. makes the subject of healing easy to understand as he reveals how to walk daily in divine health. He explains how Christians can execute God's Word in the arena of healing to live victorious over sickness and disease!",en,4.25,Executing the Basics of Healing : A Game Plan for Walking in Divine Health,True,277
Children's Fiction,"A laugh-out-loud look at all the fun things grown-ups never let you do . . . now in paperback! Jenny Offill, author of 11 Experiments That Failed,  describes how tough it is to be a kid, when even the (seemingly) best ideas are met with resistance. The text is short, spare, and fall-on-the-floor funny--not to mention utterly child-friendly. Here, accompanied by Nancy Carpenter's hilariously clever illustrations, is a day-in-the-life look at a kid as she torments her brother, her pet, her classmates, and, of course, her mother. The theme of this Dragonfly Book is Just for Fun.",en,3.76,17 Things I'm Not Allowed to Do Anymore,True,582
Children's Fiction,"When 16-year-old poetry blogger Tessa Dickinson is involved in a car accident and loses her eyesight for 100 days, she feels like her whole world has been turned upside-down.",en,4.22,100 Days of Sunlight,True,174
History Of The Americas,"Journey through eerie Philadelphia, Pennsylvania, to visit 19 of the city's most haunted locations. With concise background information for each location and stories of both historic and contemporary ghosts, you will view the City of Brotherly Love like never before. A handy map will guide you to haunts as you revisit the hardships, political strife, and the strong, raw, explosive emotions of the Revolution and see how it contributed to the ghostly character of Philadelphia today. Visit Independence Hall, the Tomb of the Unknown Soldier, St. Peter's Church and Graveyard, The Powel House, Water Street, and other sites. Prepare for your tour with a meditation and grounding exercise that will empower you with the the knowledge and proper techniques to greet paranormal activity. Surrounding locations in Germantown, New Hope, and New Jersey are included.",en,2.5,Philadelphia's Haunted Historic Walking Tour,True,861
European History,"Gaius was a Roman jurist of the 2nd century AD. His Institutes is an important legal textbook covering all the elements of Roman law. This volume contains a useful Introduction, English translation and the Latin text of Seckel and Kuebler. Its aim is to make the Institutes, one of the seminal works of Roman law, accessible to students with little or no Latin.",en,3.61,Institutes,True,361
Children's Fiction,"Snort! Snort! Come along on Peppa's adventures full of family fun, friendly moments, and lots of muddy puddles! Set includes 8 illustrated books featuring favorite Peppa characters and a Me Reader Module that reads each book aloud. It all comes packed inside a cute carry-along box pefect for little readers. Choose a book, press the matching book and page buttons on the module, and hear the whole story, along with fun and surprising sounds! Follow along in the book for an independent reading experience that builds confidence in beginning readers. Story sounds, expressive narration, and character voice enhance reading comprehension.",en,,Peppa Pig - Me Reader Electronic Reader 8 Sound Book Library,False,638
Children's Fiction,"Join Anna, Elsa, Sven, Kristoff, Olaf, and some all new friends for adventures in Arendelle! With 12 fantastically-frozen stories that can each be read in five minutes, this padded storybook is the perfect fit for bedtime, story time, or anytime!",en,4.32,5-minute Frozen : 5-Minute Stories,True,246
